scorer,Parth,Parth,Parth,Parth,Parth,Parth,Parth,Parth
bodyparts,finger1,finger1,finger2,finger2,finger3,finger3,finger4,finger4
coords,x,y,x,y,x,y,x,y
labeled-data\rat9_front\good_reach_3_13310-13379\img13310.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13311.png,112.52952479925634,75.7870052412796,107.5619277839456,76.55125093594279,105.65131354728763,80.37247940925874,103.74069931062965,86.10432211923266
labeled-data\rat9_front\good_reach_3_13310-13379\img13312.png,119.40773605122504,77.31549663060598,113.29377049391954,81.51884795125352,106.79768208928243,85.72219927190106,102.97645361596648,88.39705920322223
labeled-data\rat9_front\good_reach_3_13310-13379\img13313.png,128.19656153985173,80.75460225659033,118.64349035656187,85.34007642456947,108.32617347860881,88.01493635589064,102.97645361596648,88.39705920322223
labeled-data\rat9_front\good_reach_3_13310-13379\img13314.png,130.1071757765097,86.10432211923266,122.4647188298778,89.16130489788542,108.70829632594038,86.86856781389585,103.35857646329808,86.86856781389585
labeled-data\rat9_front\good_reach_3_13310-13379\img13315.png,127.43231584518853,86.48644496656426,121.31835028788302,88.01493635589064,108.31976645123905,86.45670862456797,102.67242665075352,86.56128899124363
labeled-data\rat9_front\good_reach_3_13310-13379\img13316.png,127.43231584518853,87.63281350855904,120.93622744055142,88.77918205055383,108.70829632594038,88.77918205055383,102.59433076863488,88.39705920322223
labeled-data\rat9_front\good_reach_3_13310-13379\img13317.png,127.05019299785695,88.39705920322223,120.55410459321982,88.77918205055383,108.32617347860881,88.39705920322223,103.74069931062965,89.16130489788542
labeled-data\rat9_front\good_reach_3_13310-13379\img13318.png,125.21868122934688,87.70118538979133,119.05435923887981,87.18025677087861,108.54896542414014,87.44072108033497,103.16603636204212,87.87482826276224
labeled-data\rat9_front\good_reach_3_13310-13379\img13319.png,124.37533306653577,87.25069066122745,118.64349035656187,88.01493635589064,108.70829632594038,87.63281350855904,103.35857646329808,88.39705920322223
labeled-data\rat9_front\good_reach_3_13310-13379\img13320.png,123.228964524541,87.63281350855904,118.64349035656187,87.63281350855904,108.32617347860881,87.63281350855904,104.50494500529285,89.92555059254862
labeled-data\rat9_front\good_reach_3_13310-13379\img13321.png,121.70047313521462,87.25069066122745,118.64349035656187,87.25069066122745,108.70829632594038,88.39705920322223,104.50494500529285,89.92555059254862
labeled-data\rat9_front\good_reach_3_13310-13379\img13322.png,122.08259598254622,87.63281350855904,118.64349035656187,87.63281350855904,108.32617347860881,88.39705920322223,103.74069931062965,88.77918205055383
labeled-data\rat9_front\good_reach_3_13310-13379\img13323.png,120.55410459321982,86.48644496656426,118.26136750923027,87.25069066122745,108.70829632594038,87.63281350855904,104.50494500529285,89.54342774521702
labeled-data\rat9_front\good_reach_3_13310-13379\img13324.png,121.31835028788302,87.25069066122745,117.11499896723546,88.01493635589064,109.09041917327198,87.63281350855904,104.12282215796125,88.39705920322223
labeled-data\rat9_front\good_reach_3_13310-13379\img13325.png,119.02561320389344,87.63281350855904,116.35075327257229,88.01493635589064,109.09041917327198,88.01493635589064,105.26919069995603,89.16130489788542
labeled-data\rat9_front\good_reach_3_13310-13379\img13326.png,119.02561320389344,84.19370788257469,115.62339805560212,85.11831671685545,108.32617347860881,86.86856781389585,105.26919069995603,89.92555059254862
labeled-data\rat9_front\good_reach_3_13310-13379\img13327.png,117.67642337332163,83.11708260586578,115.76536516340889,84.58712738272172,108.70915023450036,86.93919902569124,104.88706785262445,88.77918205055383
labeled-data\rat9_front\good_reach_3_13310-13379\img13328.png,117.87924466189867,83.4294621879115,115.96863042524069,84.95795357723787,108.32617347860881,86.48644496656426,106.41555924195083,89.54342774521702
labeled-data\rat9_front\good_reach_3_13310-13379\img13329.png,117.49712181456707,82.28309364591672,115.20438473057752,84.19370788257469,109.09041917327198,88.01493635589064,105.26919069995603,89.54342774521702
labeled-data\rat9_front\good_reach_3_13310-13379\img13330.png,118.26136750923027,82.28309364591672,115.96863042524069,83.4294621879115,110.23678771526679,87.63281350855904,106.79768208928243,89.92555059254862
labeled-data\rat9_front\good_reach_3_13310-13379\img13331.png,117.11499896723546,81.90097079858512,115.58650757790909,83.04733934057991,109.09041917327198,88.01493635589064,106.41555924195083,89.92555059254862
labeled-data\rat9_front\good_reach_3_13310-13379\img13332.png,117.49712181456707,82.28309364591672,115.96863042524069,83.4294621879115,110.61891056259836,88.77918205055383,106.41555924195083,89.92555059254862
