scorer,Parth,Parth,Parth,Parth,Parth,Parth,Parth,Parth
bodyparts,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3,objectA,objectA
coords,x,y,x,y,x,y,x,y
labeled-data/rat1/img01384.png,,,,,,,,
labeled-data/rat1/img01385.png,,,,,,,,
labeled-data/rat1/img01386.png,,,,,,,,
labeled-data/rat1/img01387.png,,,,,,,,
labeled-data/rat1/img01388.png,,,,,,,,
labeled-data/rat1/img01389.png,,,,,,,,
labeled-data/rat1/img01390.png,203.6639268507015,140.89469561528435,,,,,,
labeled-data/rat1/img01391.png,206.68019908487622,141.9001196933426,,,,,,
labeled-data/rat1/img01392.png,207.68562316293446,140.89469561528435,,,,,,
labeled-data/rat1/img01393.png,207.68562316293446,140.89469561528435,,,,,,
labeled-data/rat1/img01394.png,209.19375928002182,140.39198357625523,,,,,,
labeled-data/rat1/img01395.png,211.2046074361383,136.37028726402227,,,,,,
labeled-data/rat1/img01396.png,212.21003151419654,134.35943910790579,,,,,,
labeled-data/rat1/img01397.png,212.21003151419654,131.84587891276018,,,,,,
labeled-data/rat1/img01398.png,214.22087967031302,138.38113542013875,,,,,,
labeled-data/rat1/img01399.png,215.22630374837127,140.39198357625523,,,,,,
labeled-data/rat1/img01400.png,215.22630374837127,134.8621511469349,,,,,,
labeled-data/rat1/img01401.png,215.72901578740039,134.8621511469349,,,,,,
labeled-data/rat1/img01402.png,215.72901578740039,134.8621511469349,,,,,,
labeled-data/rat1/img01403.png,215.72901578740039,134.8621511469349,,,,,,
labeled-data/rat1/img01404.png,215.72901578740039,134.8621511469349,,,,,,
labeled-data/rat1/img01405.png,215.72901578740039,134.8621511469349,,,,,,
labeled-data/rat1/img01406.png,213.21545559225478,135.86757522499315,,,,,,
labeled-data/rat1/img01407.png,211.2046074361383,135.86757522499315,,,,,,
labeled-data/rat1/img01408.png,211.2046074361383,135.86757522499315,,,,,,
labeled-data/rat1/img01409.png,211.70731947516742,135.86757522499315,,,,,,
labeled-data/rat1/img01410.png,211.70731947516742,135.86757522499315,,,,,,
labeled-data/rat1/img01411.png,211.70731947516742,135.86757522499315,,,,,,
labeled-data/rat1/img01412.png,211.70731947516742,135.86757522499315,,,,,,
labeled-data/rat1/img01413.png,211.70731947516742,135.86757522499315,,,,,,
labeled-data/rat1/img01414.png,211.70731947516742,135.86757522499315,,,,,,
labeled-data/rat1/img01415.png,215.72901578740039,130.84045483470194,,,,,,
labeled-data/rat1/img01416.png,220.7561361776916,132.3485909517893,,,,,,
labeled-data/rat1/img01417.png,220.7561361776916,132.3485909517893,,,,,,
labeled-data/rat1/img01418.png,219.24800006060423,135.86757522499315,,,,,,
labeled-data/rat1/img01419.png,224.77783248992455,137.87842338110963,,,,,,
labeled-data/rat1/img01420.png,220.25342413866247,136.8729993030514,,,,,,
labeled-data/rat1/img01421.png,220.25342413866247,136.8729993030514,,,,,,
labeled-data/rat1/img01422.png,220.25342413866247,136.8729993030514,,,,,,
labeled-data/rat1/img01423.png,220.25342413866247,136.8729993030514,,,,,,
